id,Area,BHK,Bathroom,Furnishing,Locality,Place,Parking,Price,Status,Transaction,Type,Per_Sqft
1075,550,2,2,Semi-Furnished,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served",uttam nagar,1,2600000,Ready_to_move,New_Property,Builder_Floor,5794
1076,700,2,2,Semi-Furnished,Sultanpur Extension,sulthanpur,1,2600000,Ready_to_move,Resale,Builder_Floor,3714
1077,420,2,1,Semi-Furnished,Laxmi Nagar,Laxmi Nagar,1,2600000,Ready_to_move,New_Property,Builder_Floor,4040
1078,500,1,1,Semi-Furnished,"Dilshad Colony, Dilshad Garden",Dilshad,1,2600000,Ready_to_move,Resale,Builder_Floor,5200
1079,450,2,2,Semi-Furnished,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia",Laxmi Nagar,1,2550000,Ready_to_move,New_Property,Builder_Floor,5666
1080,765,2,2,Unfurnished,Chhattarpur,Chhattarpur,4,2500000,Ready_to_move,New_Property,Builder_Floor,4138
1081,350,1,1,Unfurnished,Narela,Narela,3,2500000,Ready_to_move,Resale,Apartment,7143
1082,450,2,1,Unfurnished,"Lalita Park, Laxmi Nagar",Laxmi Nagar,2,2500000,Ready_to_move,Resale,Apartment,32000
1083,540,2,2,Semi-Furnished,Uttam Nagar,uttam nagar,1,2500000,Ready_to_move,New_Property,Builder_Floor,6584
1084,700,2,2,Semi-Furnished,Shahdara,shahdara,1,2500000,Ready_to_move,Resale,Apartment,6667
1085,650,2,2,Semi-Furnished,Chhattarpur,Chhattarpur,1,2500000,Ready_to_move,Resale,Builder_Floor,
1086,360,1,1,Unfurnished,"Yamuna Vihar, Shahdara",shahdara,1,2500000,Ready_to_move,Resale,Builder_Floor,6944
1087,400,2,1,Furnished,Krishna Nagar Block A,Krishna Nagar Block A,1,2500000,Ready_to_move,New_Property,Apartment,6667
1088,450,1,1,Semi-Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,2500000,Ready_to_move,New_Property,Builder_Floor,
1089,405,1,1,Unfurnished,"Dilshad Colony, Dilshad Garden",Dilshad,1,2500000,Ready_to_move,Resale,Apartment,9200
1090,675,2,2,Furnished,Laxmi Nagar,Laxmi Nagar,2,2400000,Ready_to_move,Resale,Builder_Floor,32000
1091,370,1,1,Unfurnished,"Dilshad Colony, Dilshad Garden",Dilshad,2,2400000,Ready_to_move,Resale,Builder_Floor,6486
1092,700,2,2,Semi-Furnished,"Khanpur, Madangir", Madangir,1,2400000,Ready_to_move,New_Property,Builder_Floor,18750
1093,750,3,2,Semi-Furnished,"Batla House Project, Batla House, Okhla",okhla,1,2400000,Ready_to_move,Resale,Builder_Floor,2778
1094,700,2,1,Semi-Furnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",dwarka,1,2400000,Almost_ready,New_Property,Apartment,3524
1095,350,1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,2400000,Ready_to_move,New_Property,Builder_Floor,6714
1096,450,1,1,Semi-Furnished,"New Manglapuri, Sultanpur",sulthanpur,1,2350000,Ready_to_move,Resale,Apartment,5222
1097,500,1,1,Furnished,"New Manglapuri, Sultanpur",sulthanpur,1,2350000,Ready_to_move,Resale,Builder_Floor,3714
1098,540,1,1,Unfurnished,Sultanpur Extension,sulthanpur,1,2350000,Ready_to_move,Resale,Apartment,3714
1099,500,1,1,Unfurnished,Malviya Nagar,Malviya Nagar,2,2300000,Ready_to_move,Resale,Apartment,14888
1100,550,2,2,Unfurnished,Mahavir Enclave,Mahavir Enclave,1,2300000,Ready_to_move,Resale,Builder_Floor,3778
1101,350,1,1,Semi-Furnished,"Rohini ( 1 km from Shahbad Dairy, Rohini)",Rohini,1,2300000,Ready_to_move,New_Property,Builder_Floor,
1102,270,1,1,Semi-Furnished,"Guru Angad Nagar West, Laxmi Nagar",Laxmi Nagar,1,2300000,Ready_to_move,Resale,Builder_Floor,11111
1103,420,1,1,Unfurnished,Mahavir Enclave Part 1,Mahavir Enclave,1,2300000,Ready_to_move,Resale,Builder_Floor,4922
1104,675,2,1,Unfurnished,Mehrauli,Mehrauli,0,2200000,Ready_to_move,Resale,Builder_Floor,3259
1105,450,1,1,Furnished,"DDA Flats Pocket 6 Sector A10, Narela",Narela,2,2200000,Ready_to_move,Resale,Apartment,4889
1106,459,2,2,Semi-Furnished,Mahavir Enclave Part 3,Mahavir Enclave,1,2200000,Ready_to_move,Resale,Builder_Floor,43137
1107,380,1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,2200000,Ready_to_move,New_Property,Apartment,5789
1108,380,1,1,Unfurnished,Geeta Colony,Geeta Colony,1,2200000,Ready_to_move,Resale,Builder_Floor,6667
1109,360,2,1,Semi-Furnished,"Vijay Enclave, Mahavir Enclave",Mahavir Enclave,1,2200000,Ready_to_move,New_Property,Apartment,42222
1110,425,1,1,Unfurnished,Narela,Narela,1,2200000,Ready_to_move,Resale,Apartment,5176
1111,450,1,1,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",Sheikh Sarai,1,2200000,Ready_to_move,New_Property,Apartment,10556
1112,495,2,2,Semi-Furnished,Uttam Nagar West,uttam nagar,1,2150000,Ready_to_move,New_Property,Builder_Floor,6111
1113,500,1,2,Semi-Furnished,Mehrauli,Mehrauli,1,2100000,Ready_to_move,Resale,Apartment,4200
1114,450,1,1,Semi-Furnished,Mahavir Enclave Part 1,Mahavir Enclave,1,2100000,Ready_to_move,New_Property,Builder_Floor,4922
1115,390,1,1,Unfurnished,"DDA Lig Flats, Narela",Narela,39,2000000,Ready_to_move,Resale,Apartment,5128
1116,210,1,1,Semi-Furnished,"DDA Lig Flats, Narela",Narela,39,2000000,Ready_to_move,New_Property,Apartment,5128
1117,444,2,2,Unfurnished,Budh Vihar Phase 1,Budh Vihar,1,2000000,Ready_to_move,Resale,Apartment,4000
1118,450,1,1,Furnished,Budh Vihar,Budh Vihar,1,2000000,Ready_to_move,Resale,Builder_Floor,4444
1119,500,2,1,Semi-Furnished,Budh Vihar Phase 1,Budh Vihar,1,2000000,Ready_to_move,Resale,Builder_Floor,4000
1120,400,1,1,Furnished,Budh Vihar,Budh Vihar,1,2000000,Ready_to_move,Resale,Builder_Floor,4000
1121,350,1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,2000000,Ready_to_move,New_Property,Apartment,5714
1122,445,2,1,Unfurnished,"Ram Nagar Extension, Shahdara",shahdara,1,2000000,Ready_to_move,Resale,Builder_Floor,6526
1123,360,1,1,Semi-Furnished,Uttam Nagar,uttam nagar,1,2000000,Ready_to_move,New_Property,Builder_Floor,6584
1124,550,2,1,Semi-Furnished,Uttam Nagar West,uttam nagar,1,2000000,Ready_to_move,New_Property,Builder_Floor,5794
1125,150,2,1,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",Safdarjung Enclave,1,2000000,Ready_to_move,Resale,Apartment,14818
1126,450,1,1,Unfurnished,Sultanpur,sulthanpur,1,2000000,Ready_to_move,New_Property,Builder_Floor,3714
1127,236.8058,1,1,Unfurnished,Narela,Narela,1,2000000,Ready_to_move,Resale,Apartment,4221
1128,50,2,1,Semi-Furnished,"Shastri Park, Shahdara",shahdara,1,1950000,Ready_to_move,New_Property,Apartment,6667
1129,850,2,1,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",dwarka,2,1900000,Ready_to_move,New_Property,Apartment,2235
1130,550,2,2,Semi-Furnished,Uttam Nagar West,uttam nagar,1,1900000,Ready_to_move,New_Property,Builder_Floor,6584
1131,585,2,2,Unfurnished,Narela,Narela,1,1900000,Ready_to_move,Resale,Builder_Floor,3248
1132,300,1,1,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",Rohini,1,1900000,Ready_to_move,New_Property,Apartment,6333
1133,850,2,1,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",dwarka,1,1900000,Ready_to_move,New_Property,Apartment,2235
1134,495.1394,1,1,Furnished,Shahdara,shahdara,1,1900000,Ready_to_move,Resale,Builder_Floor,41304
1135,400,1,1,Semi-Furnished,"Dwarka Sector 3 carpet area 400 sqft status Ready to Move floor 1 out of 4 floors transaction New Property furnishing Semi-Furnished facing West overlooking Main Road bathroom 1 balcony 1 ownership Freehold Newly Constructed Property 1BHK freehold property , reserved parking, ample space for visitor parking, bathrooms with modern facilities, complete light in all room, wooden wardrobes in bedrooms, separate electric & water meter connection, separate water tank at roof, electronic door lock system with intercom facility, wall to wall POP work, fall ceiling work in all rooms, royal paint work in all rooms, 24X7 running water, branded electric fittings, modular kitchen with electronic chimney, marble vitrified tile flooring, near to metro station, well connected to main road ect. 80 to 90 home loan available. Ready to move read more Contact Agent View Phone No. Share Feedback Agent S.B. Associates 4000+ Buyers Served",dwarka,1,1850000,Ready_to_move,New_Property,Builder_Floor,3524
1136,450,2,1,Semi-Furnished,Uttam Nagar West,uttam nagar,1,1850000,Ready_to_move,New_Property,Builder_Floor,6111
1137,430,1,1,Unfurnished,Mahavir Enclave,Mahavir Enclave,1,1850000,Ready_to_move,New_Property,Builder_Floor,3778
1138,500,1,1,Unfurnished,"DDA Pocket H, Narela",Narela,39,1800000,Ready_to_move,Resale,Apartment,3600
1139,588,2,2,Unfurnished,"Jamia Nagar, Okhla",okhla,2,1800000,Ready_to_move,New_Property,Apartment,10320
1140,405,1,1,Furnished,Mehrauli,Mehrauli,1,1800000,Ready_to_move,Resale,Apartment,3294
1141,360,1,1,Unfurnished,"DDA Janta Flats, Tikri Khurd Sector B2, Narela",Narela,1,1800000,Ready_to_move,Resale,Apartment,5000
1142,350,1,1,Semi-Furnished,"DDA Lig Flats, Narela",Narela,1,1800000,Ready_to_move,Resale,Builder_Floor,5143
1143,495,2,2,Unfurnished,Narela,Narela,1,1750000,Ready_to_move,Resale,Builder_Floor,4270
1144,387,1,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",Laxmi Nagar,2,1700000,Ready_to_move,New_Property,Builder_Floor,32000
1145,270,1,1,Unfurnished,Patel Nagar West,Patel Nagar,2,1700000,Ready_to_move,Resale,Builder_Floor,11556
1146,360,1,1,Semi-Furnished,Uttam Nagar,uttam nagar,1,1700000,Ready_to_move,New_Property,Builder_Floor,6111
1147,450,1,1,Unfurnished,Mehrauli,Mehrauli,1,1700000,Ready_to_move,New_Property,Builder_Floor,3294
1148,540,1,1,Unfurnished,Mehrauli,Mehrauli,1,1700000,Ready_to_move,Resale,Builder_Floor,3148
1149,450,1,1,Furnished,Mehrauli,Mehrauli,1,1700000,Ready_to_move,Resale,Apartment,3778
1150,450,2,1,Semi-Furnished,Mahavir Enclave Part 3,Mahavir Enclave,1,1700000,Ready_to_move,Resale,Apartment,3778
1151,450,1,1,Semi-Furnished,"Batla House, Okhla",okhla,1,1700000,Ready_to_move,New_Property,Builder_Floor,25512
1152,500,2,2,Semi-Furnished,Budh Vihar Phase 1,Budh Vihar,1,1650000,Ready_to_move,Resale,Apartment,3300
1153,445,1,2,Semi-Furnished,Sultanpur Extension,sulthanpur,1,1650000,Ready_to_move,Resale,Apartment,5222
1154,450,1,1,Unfurnished,"Brijwasi Colony, Mehrauli",Mehrauli,1,1650000,Ready_to_move,Resale,Apartment,3667
1155,350,1,1,Unfurnished,"DDA Lig Flats, Narela",Narela,39,1600000,Ready_to_move,Resale,Apartment,4571
1156,550,2,1,Semi-Furnished,"Batla House, Okhla",okhla,2,1600000,Ready_to_move,Resale,Apartment,2778
1157,66,3,1,Unfurnished,"Baljit Nagar, Patel Nagar",Patel Nagar,1,1600000,Ready_to_move,New_Property,Apartment,24242
1158,580,1,1,Semi-Furnished,Chhattarpur Enclave Phase2,Chhattarpur,1,1600000,Ready_to_move,New_Property,Builder_Floor,4138
1159,405,1,1,Semi-Furnished,Mehrauli,Mehrauli,1,1600000,Ready_to_move,Resale,Apartment,3148
1160,379,1,1,Unfurnished,"DDA Lig Flats, Narela",Narela,1,1600000,Ready_to_move,Resale,Builder_Floor,4221
1161,360,2,1,Unfurnished,"Maujpur, Shahdara",shahdara,1,1550000,Ready_to_move,New_Property,Builder_Floor,6526
1162,405,1,1,Semi-Furnished,Mehrauli,Mehrauli,0,1500000,Ready_to_move,New_Property,Apartment,
1163,378,1,2,Unfurnished,"Narela Sector A1 carpet area 42 sqyrd status Ready to Move floor Ground out of 5 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Open bathroom 2 balcony 2 ownership Freehold Near bawana industrial area and j.j. colony. DDA Housing property LIG FLAT very nice property for single family 200 hundreds family already living IN THIS SOCIETY and very piece full atmosphere this society 24 hour guards all facility available read more Contact Owner View Phone No. Share Feedback Owner Vivek Gupta",Narela,2,1500000,Ready_to_move,Resale,Apartment,
1164,540,2,1,Unfurnished,"Zakir Nagar, New Friends Colony",New Friends Colony,2,1500000,Ready_to_move,Resale,Builder_Floor,2778
1165,900,2,2,Furnished,"Baljit Nagar, Patel Nagar",Patel Nagar,1,1500000,Ready_to_move,Resale,Builder_Floor,1667
1166,50,1,1,Unfurnished,"Indra Park Palam, Manglapuri",Manglapuri,1,1500000,Ready_to_move,Resale,Builder_Floor,8333
1167,360,1,1,Semi-Furnished,"Indra Park Palam, Manglapuri",Manglapuri,1,1500000,Ready_to_move,Resale,Builder_Floor,4167
1168,405,1,1,Unfurnished,"Andheria Mor, Mehrauli",Mehrauli,1,1500000,Ready_to_move,Resale,Apartment,3778
1169,445,1,1,Unfurnished,Narela Mandi,Narela,1,1500000,Ready_to_move,Resale,Apartment,4221
1170,350,1,1,Unfurnished,Narela,Narela,1,1490000,Ready_to_move,New_Property,Apartment,4270
1171,270,2,1,Semi-Furnished,Budh Vihar Phase 1,Budh Vihar,1,1400000,Ready_to_move,Resale,Apartment,5185
1172,405,1,1,Unfurnished,Mehrauli,Mehrauli,1,1200000,Ready_to_move,Resale,Builder_Floor,2963
1173,198,1,1,Furnished,Narela Sector A5,Narela,1,1000000,Ready_to_move,Resale,Apartment,5051
1174,4900,1,1,Unfurnished,"DDA Lig Flats, Narela",Narela,1,1000000,Ready_to_move,New_Property,Apartment,5051
1175,2077.4327,1,1,Unfurnished,"DDA Flats Pocket 3, Narela",Narela,1,1000000,Ready_to_move,Resale,Builder_Floor,5051
